itemID,entryLength,itemClassID,itemSubClassID,name1,name2,name3,name4,itemDisplayID,qualityID,typeBinFlag,buyPrice,sellPrice,inventorySlotID,classBinFlag,raceBinFlag,itemLevel,requiredLevel,requiredSkillID,requiredSkillLevel,requiredSpellID,requiredRankID,requiredUnknownRank,requiredFactionID,requiredFactionLevel,stackUnique,stackAmount,containerSlots,stat1ID,stat1Value,stat2ID,stat2Value,stat3ID,stat3Value,stat4ID,stat4Value,stat5ID,stat5Value,stat6ID,stat6Value,stat7ID,stat7Value,stat8ID,stat8Value,stat9ID,stat9Value,stat10ID,stat10Value,damage1Min,damage1Max,damage1TypeID,damage2Min,damage2Max,damage2TypeID,damage3Min,damage3Max,damage3TypeID,damage4Min,damage4Max,damage4TypeID,damage5Min,damage5Max,damage5TypeID,resistPhysical,resistHoly,resistFire,resistNature,resistFrost,resistShadow,resistArcane,weaponDelay,ammoType,rangeModifier,spell1ID,spell1TriggerID,spell1Charges,spell1Cooldown,spell1CategoryID,spell1CategoryCooldown,spell2ID,spell2TriggerID,spell2Charges,spell2Cooldown,spell2CategoryID,spell2CategoryCooldown,spell3ID,spell3TriggerID,spell3Charges,spell3Cooldown,spell3CategoryID,spell3CategoryCooldown,spell4ID,spell4TriggerID,spell4Charges,spell4Cooldown,spell4CategoryID,spell4CategoryCooldown,spell5ID,spell5TriggerID,spell5Charges,spell5Cooldown,spell5CategoryID,spell5CategoryCooldown,bondID,description,bookTextID,bookPages,bookStationaryID,beginQuestID,lockPickTalent,materialID,sheathID,randomPropertyID,blockValue,itemSetID,durabilityValue,itemAreaID,itemMapID,bagFamily
11,569,4,1,Spring Yellow Rabbit Headband,Spring Yellow Rabbit Headband,Spring Yellow Rabbit Headband,Spring Yellow Rabbit Headband,68599,1,0,7922,0,1,-1,-1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
12,573,15,0,Tome of Disguise: Forest Dryad,Tome of Disguise: Forest Dryad,Tome of Disguise: Forest Dryad,Tome of Disguise: Forest Dryad,12547,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1000,0,0.0,46003,0,0,10,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,668,0,0,N.E.R.F. (Nefarious Efficiency Reduction Formula),N.E.R.F. (Nefarious Efficiency Reduction Formula),N.E.R.F. (Nefarious Efficiency Reduction Formula),N.E.R.F. (Nefarious Efficiency Reduction Formula),1301,1,16,20,5,0,-1,-1,15,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,25199,0,-1,0,11,1000,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,You've been nerfed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,565,4,1,Spring Brown Rabbit Headband,Spring Brown Rabbit Headband,Spring Brown Rabbit Headband,Spring Brown Rabbit Headband,68600,1,0,7922,0,1,-1,-1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
15,569,15,0,Tome of Disguise: Frost Dryad,Tome of Disguise: Frost Dryad,Tome of Disguise: Frost Dryad,Tome of Disguise: Frost Dryad,12547,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1000,0,0.0,46003,0,0,10,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,589,9,1,Pattern: Harness of the High Thane,Pattern: Harness of the High Thane,Pattern: Harness of the High Thane,Pattern: Harness of the High Thane,1102,4,64,180000,22500,0,2047,-1,70,0,165,300,10658,0,0,471,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,30,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0
18,509,4,1,Revantusk Cape,Revantusk Cape,Revantusk Cape,Revantusk Cape,60666,1,0,162,0,16,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
19,517,4,1,Alah'Thalas Cape,Alah'Thalas Cape,Alah'Thalas Cape,Alah'Thalas Cape,60667,1,0,162,0,16,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
20,599,2,0,Sun-Lute of the Phoenix King,Sun-Lute of the Phoenix King,Sun-Lute of the Phoenix King,Sun-Lute of the Phoenix King,50192,1,0,14,2,17,-1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2000,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,Strum it and watch the skies burn!,0,0,0,0,0,1,3,0,0,0,20,0,0,0
21,521,2,0,Arcanite Ripper,Arcanite Ripper,Arcanite Ripper,Arcanite Ripper,50193,1,0,14,2,17,-1,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2000,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,ROCK ON!,0,0,0,0,0,1,3,0,0,0,20,0,0,0
22,561,4,1,Spring Blue Rabbit Headband,Spring Blue Rabbit Headband,Spring Blue Rabbit Headband,Spring Blue Rabbit Headband,68601,1,0,7922,0,1,-1,-1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
23,589,15,0,Tome of Disguise: Mirkfallon Dryad,Tome of Disguise: Mirkfallon Dryad,Tome of Disguise: Mirkfallon Dryad,Tome of Disguise: Mirkfallon Dryad,12547,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1000,0,0.0,46003,0,0,10,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,585,9,8,Formula: Enchant Bracer - Agility,Formula: Enchant Bracer - Agility,Formula: Enchant Bracer - Agility,Formula: Enchant Bracer - Agility,7798,3,0,9200,2300,0,-1,-1,35,0,333,185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,38,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,513,2,7,Worn Shortsword,Worn Shortsword,Worn Shortsword,Worn Shortsword,1542,1,0,35,7,21,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1900,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,1,0,0,0,1,3,0,0,0,20,0,0,0
26,517,2,10,Thalassian Staff,Thalassian Staff,Thalassian Staff,Thalassian Staff,40047,1,0,47,9,17,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2900,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,2,2,0,0,0,25,0,0,0
27,521,2,15,Thalassian Dagger,Thalassian Dagger,Thalassian Dagger,Thalassian Dagger,6444,1,0,35,7,13,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1600,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,1,3,0,0,0,16,0,0,0
28,513,2,4,Thalassian Mace,Thalassian Mace,Thalassian Mace,Thalassian Mace,5195,1,0,38,7,21,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1900,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,2,3,0,0,0,20,0,0,0
29,565,4,1,Spring Black Rabbit Headband,Spring Black Rabbit Headband,Spring Black Rabbit Headband,Spring Black Rabbit Headband,68602,1,0,7922,0,1,-1,-1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
30,601,15,0,Tome of Disguise: Twisted Grove Dryad,Tome of Disguise: Twisted Grove Dryad,Tome of Disguise: Twisted Grove Dryad,Tome of Disguise: Twisted Grove Dryad,12547,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1000,0,0.0,46003,0,0,10,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,617,9,8,Formula: Enchant Boots - Lesser Intellect,Formula: Enchant Boots - Lesser Intellect,Formula: Enchant Boots - Lesser Intellect,Formula: Enchant Boots - Lesser Intellect,7798,2,0,7200,1800,0,-1,-1,35,0,333,170,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,46,0,-1,0,0,0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,821,15,0,Everlook Broadcasting Co. Airtime Voucher,Everlook Broadcasting Co. Airtime Voucher,Everlook Broadcasting Co. Airtime Voucher,Everlook Broadcasting Co. Airtime Voucher,7744,2,16384,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,"Stamped with the official Everlook Broadcasting Co. seal, this voucher guarantees your message will blast across Azeroth's airwaves. Write your pitch, and let goblins handle the rest (badly, but quickly).",4000,0,1,0,0,0,0,0,0,0,0,0,0,0
33,541,4,1,Spring Butterfly Crown,Spring Butterfly Crown,Spring Butterfly Crown,Spring Butterfly Crown,68603,1,0,7922,0,1,-1,-1,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
34,585,15,0,Tome of Disguise: Amberleaf Dryad,Tome of Disguise: Amberleaf Dryad,Tome of Disguise: Amberleaf Dryad,Tome of Disguise: Amberleaf Dryad,12547,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1000,0,0.0,46003,0,0,10,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,493,2,10,Bent Staff,Bent Staff,Bent Staff,Bent Staff,472,1,0,47,9,17,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,5.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2900,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,2,2,0,0,0,25,0,0,0
36,489,2,4,Worn Mace,Worn Mace,Worn Mace,Worn Mace,5194,1,0,38,7,21,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,1900,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,2,3,0,0,0,20,0,0,0
37,485,2,0,Worn Axe,Worn Axe,Worn Axe,Worn Axe,14029,1,0,38,7,21,-1,-1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,3.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,2000,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,1,3,0,0,0,20,0,0,0
38,513,4,0,Recruit's Shirt,Recruit's Shirt,Recruit's Shirt,Recruit's Shirt,9891,1,0,1,1,4,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,0,0,-1,0,-1,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0
